iterations	825
elapsed_seconds	700.5010409355164
initialization_seconds	0.1585991382598877
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.453877472613677
root_upper	4.46639583141649
root_gap	0.01251835880281238
alpha_count	20
belief_count	12961663
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
