iterations	273
elapsed_seconds	602.6919350624084
initialization_seconds	0.30736684799194336
initial_lower_residual	8.923742966793213e-9
initial_upper_residual	9.972113801381965e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	3.4607186921417905
root_upper	3.510300381597869
root_gap	0.049581689456078326
alpha_count	8
belief_count	4926769
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
