iterations	156
elapsed_seconds	845.4532158374786
initialization_seconds	112.37674617767334
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.659098409997569e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	3.922284719237724e-10
root_lower	3.133298769321227
root_upper	3.6113435413787687
root_gap	0.4780447720575416
alpha_count	19
belief_count	5843314
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
