iterations	420
elapsed_seconds	167.43059396743774
initialization_seconds	0.21232199668884277
initial_lower_residual	8.632174086642408e-9
initial_upper_residual	9.992493055221985e-9
initial_upper_iterations	167
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.104914616366314
root_upper	2.114749713674005
root_gap	0.009835097307691054
alpha_count	4
belief_count	4215205
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
