iterations	238
elapsed_seconds	110.8005211353302
initialization_seconds	0.1947791576385498
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.822493451422744
root_upper	8.832380825382106
root_gap	0.009887373959362122
alpha_count	10
belief_count	6745586
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
