iterations	16
elapsed_seconds	540.9670610427856
initialization_seconds	0.28594207763671875
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	41.55076373161522
root_upper	51.07883811088563
root_gap	9.528074379270407
alpha_count	5
belief_count	6209932
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
