iterations	6191
elapsed_seconds	502.3738520145416
initialization_seconds	95.24972200393677
initial_lower_residual	8.796948947065175e-9
initial_upper_residual	8.873803025721827e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.796948947065176e-8
root_lower	2.8348933851820166
root_upper	2.844892505410144
root_gap	0.009999120228127545
alpha_count	18
belief_count	9661198
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
