iteration	elapsed_seconds	root_lower	root_upper	root_gap
0.0	1.2159347534179688e-5	-99.00000000000004	9.000000000000002	108.00000000000004
1.0	0.11445403099060059	5.092687178097165	9.000000000000002	3.9073128219028366
2.0	0.18376612663269043	7.033992674930352	9.0	1.966007325069648
3.0	0.3453381061553955	7.777708340326517	8.989650021638095	1.2119416813115782
4.0	0.4837050437927246	8.341441498223253	8.970826677618037	0.6293851793947844
5.0	0.6767661571502686	8.453155055356685	8.928972010705154	0.4758169553484688
6.0	1.1268210411071777	8.511206056394812	8.899088671271466	0.3878826148766539
7.0	1.3112740516662598	8.556525499695452	8.885962157010203	0.32943665731475136
8.0	1.62581205368042	8.5839707292318	8.885203639175685	0.3012329099438862
9.0	1.9865171909332275	8.604740099037526	8.88415352067941	0.279413421641884
10.0	2.537199020385742	8.614290089010737	8.883924622076961	0.269634533066224
11.0	3.0453901290893555	8.626097711566441	8.880420834479189	0.25432312291274783
12.0	3.069843053817749	8.627109450367504	8.856183338568103	0.22907388820059893
13.0	3.077639102935791	8.627109450367504	8.87293470638715	0.24582525601964633
14.0	3.084569215774536	8.627109450367504	8.87293470638715	0.24582525601964633
15.0	3.0935001373291016	8.627109450367504	8.87293470638715	0.24582525601964633
16.0	3.101500988006592	8.627109450367504	8.87293470638715	0.24582525601964633
17.0	3.119795083999634	8.627359018591925	8.87293470638715	0.24557568779522576
18.0	3.1370391845703125	8.62736138237654	8.872211492101435	0.2448501097248954
19.0	3.155565023422241	8.62736138237654	8.872211492101435	0.2448501097248954
20.0	3.1782610416412354	8.62736138237654	8.872211492101435	0.2448501097248954
21.0	3.1960811614990234	8.62736138237654	8.872211492101435	0.2448501097248954
22.0	3.224870204925537	8.627732028357073	8.872211492101435	0.24447946374436214
23.0	3.2905681133270264	8.628209507217205	8.872211492101435	0.24400198488423008
24.0	3.3324410915374756	8.628975834733646	8.872211492101435	0.24323565736778896
25.0	3.3871212005615234	8.6292646818551	8.872211492101435	0.2429468102463357
26.0	3.5526351928710938	8.631525443884733	8.872211492101435	0.24068604821670192
27.0	3.6006860733032227	8.631839825567818	8.871935377771718	0.24009555220390055
28.0	3.700345993041992	8.632328873098091	8.871894996050997	0.23956612295290647
29.0	3.7655692100524902	8.63282111444179	8.871889090224341	0.239067975782552
30.0	3.83512806892395	8.632990318968746	8.871889090224341	0.23889877125559522
31.0	4.273722171783447	8.633036651189604	8.871888226497195	0.23885157530759038
32.0	4.346069097518921	8.63304820136485	8.871888100177099	0.2388398988122482
33.0	4.909016132354736	8.634009870111528	8.871888081702783	0.237878211591255
34.0	5.558633089065552	8.634775552586529	8.837669264659489	0.20289371207296014
35.0	5.988742113113403	8.635067078457732	8.819086142116255	0.18401906365852305
36.0	6.019257068634033	8.635133833679197	8.806689129271206	0.17155529559200922
37.0	6.0648510456085205	8.635151138819582	8.806689129271206	0.17153799045162366
38.0	6.11391806602478	8.635155417248862	8.806689129271206	0.17153371202234347
39.0	6.1812050342559814	8.635165301309014	8.806689129271206	0.1715238279621918
40.0	6.250485181808472	8.635168299539538	8.806689129271206	0.1715208297316675
41.0	6.304365158081055	8.635168894995267	8.806689129271206	0.17152023427593832
42.0	6.364274024963379	8.635169037974345	8.806689129271206	0.17152009129686085
43.0	6.493399143218994	8.635236453282237	8.806689129271206	0.1714526759889683
44.0	6.570261001586914	8.635239842928911	8.80293216461295	0.16769232168403825
45.0	6.631518125534058	8.635241090678448	8.802294450085803	0.16705335940735466
46.0	6.784900188446045	8.635277140074539	8.801661554424824	0.16638441435028462
47.0	6.85214900970459	8.635278275685216	8.798809830288993	0.163531554603777
48.0	6.941102981567383	8.635300218070077	8.798502501773706	0.16320228370362955
49.0	7.01658821105957	8.63530419702391	8.796468025421838	0.1611638283979282
50.0	7.749983072280884	8.635480952738474	8.795993260125348	0.16051230738687394
51.0	8.014039993286133	8.63551571497057	8.793052015233728	0.15753630026315868
52.0	8.575248003005981	8.635540568791304	8.79194979951615	0.15640923072484547
