iterations	625
elapsed_seconds	238.51144909858704
initialization_seconds	0.22338080406188965
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.636194711037529
root_upper	8.646043506983263
root_gap	0.009848795945734068
alpha_count	10
belief_count	10952481
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
