iterations	19
elapsed_seconds	535.0017108917236
initialization_seconds	0.22862911224365234
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	46.44055161049571
root_upper	50.789051934497586
root_gap	4.348500324001876
alpha_count	6
belief_count	7417243
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
