iterations	263
elapsed_seconds	213989.94597101212
initialization_seconds	0.22232985496520996
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.297280373934296
root_upper	4.362562193325782
root_gap	0.06528181939148592
alpha_count	8
belief_count	4605301
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
