iterations	236
elapsed_seconds	602.0274698734283
initialization_seconds	0.23230504989624023
initial_lower_residual	8.323258304798742e-9
initial_upper_residual	9.987846549819324e-9
initial_upper_iterations	168
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	1.737462929229021
root_upper	1.8173854318391178
root_gap	0.07992250261009692
alpha_count	7
belief_count	6662335
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
