iterations	5688
elapsed_seconds	695.6709878444672
initialization_seconds	108.6650698184967
initial_lower_residual	8.796948947065175e-9
initial_upper_residual	8.872836687601193e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.796948947065176e-8
root_lower	2.8348933851820166
root_upper	2.844879670688088
root_gap	0.00998628550607128
alpha_count	15
belief_count	8573986
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
