iterations	832
elapsed_seconds	700.1228919029236
initialization_seconds	0.14422893524169922
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	3.966486129050634
root_upper	4.109688111894624
root_gap	0.14320198284398966
alpha_count	8
belief_count	9176287
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
