iterations	327
elapsed_seconds	1524.3636438846588
initialization_seconds	235.0244369506836
initial_lower_residual	8.500225412433338e-9
initial_upper_residual	9.001284162479806e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.500225412433339e-8
root_lower	2.8348933851820166
root_upper	3.2736765071071305
root_gap	0.43878312192511393
alpha_count	17
belief_count	5127235
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
