iterations	483
elapsed_seconds	246.06443095207214
initialization_seconds	0.2314012050628662
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.3724163547633
root_upper	4.382407889123419
root_gap	0.009991534360119125
alpha_count	7
belief_count	4731721
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
