iterations	28
elapsed_seconds	979.2063429355621
initialization_seconds	0.3346428871154785
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.319584233997403
root_upper	6.583589864261216
root_gap	0.26400563026381363
alpha_count	8
belief_count	981562
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
