iterations	5932
elapsed_seconds	700.0841019153595
initialization_seconds	104.96345686912537
initial_lower_residual	8.585613997524888e-9
initial_upper_residual	8.89813911442161e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.585613997524889e-8
root_lower	2.8348933851820166
root_upper	2.8632739398655866
root_gap	0.028380554683570036
alpha_count	18
belief_count	10960615
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
