iterations	9
elapsed_seconds	1027.6106147766113
initialization_seconds	4128.731398105621
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.858050376010397e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	0.0
root_lower	4.013466162385794
root_upper	4.262488982951446
root_gap	0.24902282056565195
alpha_count	8
belief_count	292573
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
