iterations	514
elapsed_seconds	431.1426029205322
initialization_seconds	0.35195183753967285
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.73421097464739
root_upper	8.744191366416205
root_gap	0.009980391768815267
alpha_count	9
belief_count	12211046
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
