iterations	609
elapsed_seconds	601.5446360111237
initialization_seconds	0.2074577808380127
initial_lower_residual	8.34309110686604e-9
initial_upper_residual	9.055194816198764e-9
initial_upper_iterations	150
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	0.9854283980911841
root_upper	1.0028766389282047
root_gap	0.017448240837020568
alpha_count	8
belief_count	8054761
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
