iterations	673
elapsed_seconds	189.1252100467682
initialization_seconds	0.20664596557617188
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.663286612712891
root_upper	8.673252604122503
root_gap	0.009965991409611519
alpha_count	9
belief_count	11661266
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
