iterations	19
elapsed_seconds	504.8335621356964
initialization_seconds	0.16620087623596191
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	45.064113597285306
root_upper	50.78488153108055
root_gap	5.720767933795244
alpha_count	7
belief_count	7418146
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
