iterations	227
elapsed_seconds	147.8456621170044
initialization_seconds	0.24971604347229004
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.85454531892254
root_upper	8.8643560012952
root_gap	0.009810682372659585
alpha_count	10
belief_count	7653801
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
