iterations	369
elapsed_seconds	243.19947004318237
initialization_seconds	0.22996306419372559
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.72714603324935
root_upper	8.736847104753803
root_gap	0.009701071504453651
alpha_count	9
belief_count	15617526
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
