iterations	5256
elapsed_seconds	700.3094260692596
initialization_seconds	90.26413989067078
initial_lower_residual	8.218714597774124e-9
initial_upper_residual	8.921337446565758e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.218714597774125e-8
root_lower	2.8348933851820166
root_upper	2.8945548976966107
root_gap	0.05966151251459406
alpha_count	17
belief_count	10595803
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
