iterations	364
elapsed_seconds	601.7494750022888
initialization_seconds	0.3213169574737549
initial_lower_residual	8.121184613685273e-9
initial_upper_residual	9.34046084921647e-9
initial_upper_iterations	167
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.3546226377393498
root_upper	2.3948802389289785
root_gap	0.04025760118962873
alpha_count	8
belief_count	6356218
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
