iterations	544
elapsed_seconds	440.4134449958801
initialization_seconds	0.30642199516296387
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.549518430370099
root_upper	6.5591908535694134
root_gap	0.009672423199314828
alpha_count	6
belief_count	6087124
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
