iteration	elapsed_seconds	root_lower	root_upper	root_gap
0.0	1.0013580322265625e-5	-99.00000000000004	4.616513778485137	103.61651377848519
1.0	0.0034308433532714844	2.738751929961773	4.616513778485137	1.877761848523364
2.0	0.01773381233215332	2.8259313682552927	4.616513777251622	1.790582408996329
3.0	0.0429229736328125	2.841785248197602	4.616513776018107	1.7747285278205052
4.0	0.07815980911254883	2.8432818850925536	4.616513776018107	1.7732318909255533
5.0	0.12052798271179199	2.8436088201467515	4.616513776018107	1.7729049558713554
6.0	0.23270487785339355	2.843821396954767	4.616513776018107	1.77269237906334
7.0	0.3071248531341553	2.8438476578434275	4.616513776018107	1.7726661181746795
8.0	0.4017679691314697	2.8438774117218766	4.616513776018107	1.7726363642962304
9.0	0.5164799690246582	2.843890329215112	4.616513776018107	1.7726234468029949
10.0	0.6436059474945068	2.8438930547339734	4.616513776018107	1.7726207212841336
11.0	0.7985799312591553	2.8438979066850236	4.595085204589536	1.751187297904512
12.0	0.9655029773712158	2.8438979066850236	4.580934086683588	1.7370361799985647
13.0	1.15134596824646	2.843900167709234	4.53909656981788	1.6951964021086456
14.0	1.5447909832000732	2.8439038863108577	4.495530594979373	1.6516267086685152
15.0	1.7726118564605713	2.8439049585745813	4.495530594979373	1.6516256364047917
16.0	2.0121829509735107	2.8439059713556505	4.495530594979373	1.6516246236237224
17.0	2.268033027648926	2.843906611831794	4.495530594979373	1.6516239831475787
18.0	2.5520379543304443	2.843906662975752	4.495530594979373	1.6516239320036208
19.0	2.864010810852051	2.8439068794627262	4.495530594979373	1.6516237155166467
20.0	3.1975839138031006	2.84397801514695	4.495530594979373	1.651552579832423
21.0	3.6421568393707275	2.8439780779258004	4.495530594979373	1.6515525170535725
22.0	4.031821966171265	2.8439797293166516	4.4741020235508016	1.63012229423415
23.0	4.458740949630737	2.843979735213734	4.4741020235508016	1.6301222883370676
24.0	4.858649969100952	2.8439797458232303	4.4741020235508016	1.6301222777275712
25.0	5.3367228507995605	2.843979747374521	4.4741020235508016	1.6301222761762806
26.0	5.83814001083374	2.8439797494051455	4.4741020235508016	1.630122274145656
27.0	6.624068975448608	2.8439797494051455	4.4741020235508016	1.630122274145656
28.0	7.18917989730835	2.8439797512559615	4.4741020235508016	1.63012227229484
29.0	7.787989854812622	2.8439797526698753	4.4741020235508016	1.6301222708809262
30.0	8.411356925964355	2.8439797526698753	4.4741020235508016	1.6301222708809262
31.0	9.052518844604492	2.843979753096556	4.4741020235508016	1.6301222704542457
32.0	9.720983028411865	2.84397975342253	4.4741020235508016	1.6301222701282714
33.0	10.423192977905273	2.843979753672884	4.461704062419937	1.6177243087470528
34.0	11.143556833267212	2.8439797541085334	4.461704062419937	1.6177243083114035
35.0	11.877770900726318	2.8439797541085334	4.461704062419937	1.6177243083114035
36.0	12.63258981704712	2.8439797541981977	4.461704062419937	1.6177243082217392
37.0	13.411244869232178	2.843979754354212	4.461704062419937	1.6177243080657249
38.0	14.192901849746704	2.843979754400453	4.4402754909913655	1.5962957365909127
39.0	15.008399963378906	2.843979754414019	4.4402754909913655	1.5962957365773467
40.0	15.847702026367188	2.84397975442568	4.4402754909913655	1.5962957365656854
41.0	16.86638593673706	2.843979754458125	4.4402754909913655	1.5962957365332406
42.0	17.764874935150146	2.8439797544614267	4.4402754909913655	1.5962957365299388
43.0	18.679678916931152	2.8439797544633643	4.4402754909913655	1.5962957365280013
44.0	19.613610982894897	2.8439797544644354	4.4402754909913655	1.5962957365269301
45.0	20.56427502632141	2.843979754465129	4.4402754909913655	1.5962957365262365
46.0	21.427112817764282	2.843979754465129	4.429601768233842	1.5856220137687127
47.0	22.41239595413208	2.8439797544655363	4.429601768233842	1.5856220137683055
48.0	23.401639938354492	2.8439797544657623	4.429601768233842	1.5856220137680794
49.0	24.41657280921936	2.8439797544657623	4.429601768233842	1.5856220137680794
50.0	25.444988012313843	2.8439797544657623	4.429601768233842	1.5856220137680794
51.0	26.53120493888855	2.8439797544659076	4.429601768233842	1.5856220137679342
52.0	27.60622000694275	2.8439797544659076	4.429601768233842	1.5856220137679342
53.0	28.629984855651855	2.8439797544659076	4.429601768233842	1.5856220137679342
