iterations	464
elapsed_seconds	600.7982709407806
initialization_seconds	0.2374720573425293
initial_lower_residual	8.821819053039803e-9
initial_upper_residual	9.24686682779452e-9
initial_upper_iterations	165
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.800586248863979
root_upper	2.8618827602857397
root_gap	0.06129651142176051
alpha_count	7
belief_count	6644275
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
