iterations	748
elapsed_seconds	584.801992893219
initialization_seconds	0.255281925201416
initial_lower_residual	8.328271405844134e-9
initial_upper_residual	9.993920357942443e-9
initial_upper_iterations	167
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.197635842735059
root_upper	2.207587157184509
root_gap	0.009951314449450077
alpha_count	4
belief_count	5999533
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
