iteration	elapsed_seconds	root_lower	root_upper	root_gap
0.0	1.4066696166992188e-5	-99.00000000000004	2.4042566065891045	101.40425660658914
1.0	0.0005221366882324219	1.9348304387002246	2.4042566065891045	0.4694261678888798
2.0	0.01980304718017578	2.278360759535366	2.4042566065891045	0.12589584705373857
3.0	0.05550694465637207	2.3105049044212858	2.402795093687233	0.09229018926594712
4.0	0.0594179630279541	2.3108845250467325	2.4019495027300355	0.09106497768330302
5.0	0.06362295150756836	2.3112345113245443	2.4019495027300355	0.09071499140549122
6.0	0.08187103271484375	2.312518034386823	2.4019495027300355	0.08943146834321247
7.0	0.09399914741516113	2.3128357733836458	2.4019495027300355	0.08911372934638973
8.0	0.09985113143920898	2.3128918903000266	2.4019495027300355	0.08905761243000887
9.0	0.10772109031677246	2.3129318743527727	2.4019495027300355	0.08901762837726279
10.0	0.18997406959533691	2.3137176943334987	2.4019495027300355	0.08823180839653677
11.0	0.29865598678588867	2.3137867390134064	2.4019495027300355	0.08816276371662912
12.0	0.430156946182251	2.3138954948651285	2.4007441455871783	0.08684865072204984
13.0	0.5868699550628662	2.3139530722519317	2.3990357010274406	0.08508262877550887
14.0	0.7163779735565186	2.3139628478323404	2.3961650097901854	0.08220216195784502
15.0	1.0712440013885498	2.3139646165566243	2.394978388468325	0.08101377191170078
16.0	1.3096909523010254	2.3139647849512994	2.3946487704597024	0.08068398550840294
17.0	1.5696220397949219	2.3139648053676485	2.3946487704597024	0.08068396509205389
18.0	1.8546860218048096	2.313971638515608	2.3946487704597024	0.08067713194409443
19.0	2.2033169269561768	2.313972230273734	2.3946487704597024	0.08067654018596837
20.0	2.584571123123169	2.31397236074905	2.3946487704597024	0.08067640971065249
21.0	3.513327121734619	2.313972369909255	2.3943193923115746	0.08034702240231972
22.0	3.9689669609069824	2.313972370637732	2.3943193923115746	0.08034702167384244
23.0	4.426100969314575	2.313972370678152	2.392694196575269	0.07872182589711718
24.0	4.96068811416626	2.3139723706961894	2.392694196575269	0.07872182587907961
25.0	5.541131973266602	2.3139723706997706	2.392694196575269	0.07872182587549847
26.0	6.318398952484131	2.31397237070027	2.392694196575269	0.07872182587499887
27.0	7.022998094558716	2.313972370700338	2.392694196575269	0.07872182587493093
28.0	7.65710711479187	2.3139723707003435	2.392694196575269	0.0787218258749256
29.0	8.339931011199951	2.313972370700346	2.392694196575269	0.07872182587492293
30.0	9.2617769241333	2.31397344704521	2.392694196575269	0.07872074953005903
31.0	10.095247983932495	2.31397367527654	2.3911800547713837	0.07720637949484388
32.0	11.064965009689331	2.313973848424878	2.3911800547713837	0.07720620634650555
33.0	12.075356006622314	2.3139738958320475	2.3911800547713837	0.07720615893933624
34.0	13.400565147399902	2.313974114482357	2.3911800547713837	0.07720594028902683
35.0	14.531919956207275	2.3139741640295597	2.3911800547713837	0.07720589074182405
36.0	15.68043303489685	2.3139742020553267	2.389659878538918	0.07568567648359137
37.0	16.835503101348877	2.313974250161649	2.388293479897209	0.07431922973555993
