iterations	632
elapsed_seconds	283.91565108299255
initialization_seconds	0.23525595664978027
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.699092182478783
root_upper	8.709039003423312
root_gap	0.009946820944529478
alpha_count	9
belief_count	11243541
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
