iterations	141
elapsed_seconds	41.836246967315674
initialization_seconds	0.21914005279541016
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.912312011819942
root_upper	8.921728246475336
root_gap	0.009416234655393652
alpha_count	12
belief_count	4894121
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
