iterations	264
elapsed_seconds	1535.5079669952393
initialization_seconds	239.8645260334015
initial_lower_residual	8.500225412433338e-9
initial_upper_residual	9.008453538683625e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.500225412433339e-8
root_lower	2.8348933851820166
root_upper	3.3233438240934476
root_gap	0.48845043891143103
alpha_count	16
belief_count	5197669
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
