iterations	190
elapsed_seconds	33.69026803970337
initialization_seconds	0.20629501342773438
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.941811965197163
root_upper	8.951672359501242
root_gap	0.009860394304078923
alpha_count	9
belief_count	4630011
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
