iterations	355
elapsed_seconds	478.3871099948883
initialization_seconds	0.5752978324890137
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.572472370905091
root_upper	6.582174162779083
root_gap	0.009701791873991894
alpha_count	6
belief_count	5860471
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
