iterations	174
elapsed_seconds	604.2237281799316
initialization_seconds	0.3250901699066162
initial_lower_residual	8.416013441703285e-9
initial_upper_residual	9.626538677309782e-9
initial_upper_iterations	166
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.5199173930616725
root_upper	2.6149329757163975
root_gap	0.09501558265472498
alpha_count	13
belief_count	4849111
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
