iterations	252
elapsed_seconds	606.1510319709778
initialization_seconds	0.3654789924621582
initial_lower_residual	8.704499454559311e-9
initial_upper_residual	9.57026768944047e-9
initial_upper_iterations	166
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	1.2275608307632526e-9
root_lower	2.5326940793456267
root_upper	2.5663643683490878
root_gap	0.03367028900346103
alpha_count	6
belief_count	4803961
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
