iterations	17
elapsed_seconds	0.7537751197814941
initialization_seconds	74.34832382202148
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.515161103479386e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	0.0
root_lower	4.5846696593277665
root_upper	4.593932281640224
root_gap	0.009262622312457225
alpha_count	6
belief_count	569794
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
