iterations	574
elapsed_seconds	459.40746307373047
initialization_seconds	0.1488480567932129
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.484851711667318
root_upper	4.494592242973085
root_gap	0.009740531305767242
alpha_count	16
belief_count	10897405
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
