iterations	341
elapsed_seconds	39269.150060892105
initialization_seconds	0.2822248935699463
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.521548623413369
root_upper	6.543178163167379
root_gap	0.021629539754010274
alpha_count	14
belief_count	5493853
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
