iterations	240
elapsed_seconds	41.75642800331116
initialization_seconds	0.30495715141296387
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.941844869945559
root_upper	8.95129324035315
root_gap	0.00944837040759161
alpha_count	10
belief_count	4258101
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
