iterations	3429
elapsed_seconds	700.2284231185913
initialization_seconds	79.66600203514099
initial_lower_residual	8.515872451653195e-9
initial_upper_residual	8.950523877615524e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.515872451653196e-8
root_lower	2.8348933851820166
root_upper	2.9523559114811113
root_gap	0.1174625262990947
alpha_count	18
belief_count	10441390
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
