iteration	elapsed_seconds	root_lower	root_upper	root_gap
0.0	1.0013580322265625e-5	-9998.999999999984	51.169109419404485	10050.169109419388
1.0	0.0003170967102050781	24.725086327550056	51.169109419404485	26.44402309185443
2.0	1.5160140991210938	31.53628672533339	51.169109419404485	19.632822694071095
3.0	5.620635986328125	33.2624111482724	51.14558817394874	17.88317702567634
4.0	13.973425149917603	38.769784308423425	51.091605926502595	12.32182161807917
5.0	26.24608612060547	40.54885917570408	51.05039859915768	10.5015394234536
6.0	40.356465101242065	41.101043396671564	51.025296196062065	9.924252799390501
7.0	57.26453900337219	41.57654690567699	51.02198983989311	9.445442934216118
8.0	75.52944612503052	41.6655992674877	51.02181793374144	9.356218666253739
9.0	99.21815013885498	41.93773330551965	51.0218132565675	9.084079951047848
10.0	126.37326908111572	43.27333910268904	50.993940896519135	7.720601793830092
11.0	151.59257411956787	43.530787378889	50.98193825083985	7.451150871950851
12.0	185.63332509994507	43.58214878179368	50.98087298974392	7.398724207950245
13.0	214.23834419250488	43.74331092737061	50.979872599146034	7.236561671775426
14.0	236.45838904380798	43.91133789796127	50.97182251268386	7.06048461472259
15.0	268.98574018478394	44.54787437319464	50.93109411869621	6.38321974550157
16.0	305.18240904808044	44.675008421110796	50.92866945551289	6.253661034402093
17.0	1412.652808189392	45.13665035389192	50.92330892341863	5.786658569526708
