iterations	688
elapsed_seconds	195.10180592536926
initialization_seconds	0.20817089080810547
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.618069681820883
root_upper	8.628031921075895
root_gap	0.009962239255012051
alpha_count	12
belief_count	13345641
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
