iterations	47
elapsed_seconds	1.2251629829406738
initialization_seconds	79.51007103919983
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.39246813658201e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	0.0
root_lower	4.514172328285361
root_upper	4.523910567570448
root_gap	0.009738239285087325
alpha_count	7
belief_count	701632
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
