iterations	207
elapsed_seconds	28.303651094436646
initialization_seconds	81.80787587165833
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.420893398726093e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	0.0
root_lower	4.453877222189936
root_upper	4.463823909485905
root_gap	0.009946687295968815
alpha_count	17
belief_count	3735712
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
