iterations	138
elapsed_seconds	702.3197410106659
initialization_seconds	3171.0938849449158
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	8.947210083931623e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	3.7482448256298546e-8
root_lower	3.0632508216778183
root_upper	3.5460927231048385
root_gap	0.4828419014270202
alpha_count	10
belief_count	5077570
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
