iterations	252
elapsed_seconds	704.1321220397949
initialization_seconds	0.15315890312194824
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	7.457265915888912e-8
root_lower	2.884798272996403
root_upper	3.734823823760146
root_gap	0.8500255507637431
alpha_count	21
belief_count	8843080
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
