iterations	417
elapsed_seconds	500.20810413360596
initialization_seconds	0.2584259510040283
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.498392696512478
root_upper	6.523446019945311
root_gap	0.025053323432833174
alpha_count	7
belief_count	5568802
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
