iterations	91
elapsed_seconds	17.78456711769104
initialization_seconds	0.3077409267425537
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.600162409872596
root_upper	6.609758267170392
root_gap	0.00959585729779544
alpha_count	4
belief_count	1756336
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
