iterations	265
elapsed_seconds	105.73433113098145
initialization_seconds	0.32242798805236816
initial_lower_residual	8.158549835712847e-9
initial_upper_residual	9.528844380213286e-9
initial_upper_iterations	164
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	3.6688840854282043e-9
root_lower	3.12580148249109
root_upper	3.135787874362619
root_gap	0.009986391871529054
alpha_count	3
belief_count	2375794
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
