iterations	292
elapsed_seconds	700.8093791007996
initialization_seconds	0.24217605590820312
initial_lower_residual	8.500225412433338e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	8.500225412433339e-8
root_lower	2.8348933851820166
root_upper	4.005504571145863
root_gap	1.1706111859638466
alpha_count	18
belief_count	8528836
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
