iterations	200
elapsed_seconds	9.021535873413086
initialization_seconds	0.22530102729797363
initial_lower_residual	8.402353923742112e-9
initial_upper_residual	9.238565912284002e-9
initial_upper_iterations	164
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	3.2706140813544446
root_upper	3.2797540135528935
root_gap	0.009139932198448886
alpha_count	3
belief_count	1055608
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
