iterations	270
elapsed_seconds	502.2105450630188
initialization_seconds	0.146942138671875
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.27407114395018
root_upper	6.425118486415114
root_gap	0.1510473424649339
alpha_count	8
belief_count	6118729
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
