iterations	415
elapsed_seconds	502.36208605766296
initialization_seconds	0.2018599510192871
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.119352112165307
root_upper	4.255163804583865
root_gap	0.1358116924185575
alpha_count	8
belief_count	6473608
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
