iterations	531
elapsed_seconds	505.93661999702454
initialization_seconds	0.2512028217315674
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.607955431699533
root_upper	8.625832626553375
root_gap	0.01787719485384187
alpha_count	10
belief_count	12221826
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
