iterations	265
elapsed_seconds	501.79154896736145
initialization_seconds	0.3716909885406494
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.551094975585963
root_upper	4.561146489671082
root_gap	0.010051514085119173
alpha_count	7
belief_count	6802300
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
