iterations	287
elapsed_seconds	243.69081592559814
initialization_seconds	0.3431680202484131
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.823489485893456
root_upper	8.832899247274872
root_gap	0.00940976138141636
alpha_count	11
belief_count	10165541
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
