iterations	1087
elapsed_seconds	314.5372281074524
initialization_seconds	0.25223588943481445
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.571455688928413
root_upper	8.581408998580976
root_gap	0.00995330965256258
alpha_count	10
belief_count	11639706
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
