iterations	273
elapsed_seconds	42.6082980632782
initialization_seconds	0.23069977760314941
initial_lower_residual	8.679033935976577e-9
initial_upper_residual	9.564832037511906e-9
initial_upper_iterations	168
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	1.9950190204643317
root_upper	2.004952588192899
root_gap	0.00993356772856746
alpha_count	3
belief_count	1988407
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
