iterations	473
elapsed_seconds	502.59699416160583
initialization_seconds	0.261185884475708
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.530917985643701
root_upper	6.547939299764689
root_gap	0.01702131412098762
alpha_count	7
belief_count	5991406
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
