iterations	18
elapsed_seconds	534.4424059391022
initialization_seconds	0.21295690536499023
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	46.01215367183014
root_upper	50.94412663133906
root_gap	4.931972959508919
alpha_count	4
belief_count	7013602
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
